age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_type,collision_type,incident_severity,authorities_contacted,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,fraud_reported
27,MALE,JD,farming-fishing,skydiving,husband,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,YES,1,3,?,40810,3710,7420,29680,Y
43,FEMALE,JD,exec-managerial,skydiving,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,18,1,?,1,0,?,75400,15080,7540,52780,N
34,FEMALE,JD,prof-specialty,bungie-jumping,husband,Parked Car,?,Minor Damage,None,8,1,NO,2,0,YES,4200,420,840,2940,N
45,FEMALE,Associate,machine-op-inspct,chess,wife,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,23,3,YES,0,0,YES,52650,5850,5850,40950,Y
49,FEMALE,PhD,armed-forces,kayaking,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,18,1,?,0,2,YES,42240,7680,7680,26880,N
39,FEMALE,JD,sales,reading,husband,Single Vehicle Collision,Side Collision,Minor Damage,Other,10,1,YES,1,0,YES,59490,6610,6610,46270,N
37,MALE,MD,tech-support,base-jumping,unmarried,Single Vehicle Collision,Side Collision,Major Damage,Ambulance,12,1,NO,0,2,NO,44200,4420,4420,35360,Y
39,FEMALE,Masters,protective-serv,reading,unmarried,Vehicle Theft,?,Trivial Damage,Police,5,1,YES,1,2,?,7700,770,1540,5390,N
57,MALE,MD,priv-house-serv,exercise,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Other,21,3,?,2,3,?,61440,10240,10240,40960,N
37,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,17,3,YES,1,3,NO,54400,5440,10880,38080,Y
47,MALE,MD,priv-house-serv,polo,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Other,4,1,YES,2,1,?,58560,9760,9760,39040,N
34,MALE,MD,priv-house-serv,video-games,wife,Single Vehicle Collision,Front Collision,Major Damage,Fire,11,1,NO,1,1,NO,67300,6730,6730,53840,Y
55,MALE,MD,farming-fishing,skydiving,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,18,1,?,1,3,YES,36740,3340,6680,26720,Y
30,FEMALE,High School,machine-op-inspct,dancing,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Police,12,1,?,0,0,NO,85690,15580,15580,54530,N
31,FEMALE,Associate,exec-managerial,bungie-jumping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,YES,0,3,NO,34160,0,4270,29890,Y
48,MALE,JD,transport-moving,paintball,not-in-family,Single Vehicle Collision,Front Collision,Minor Damage,Fire,16,1,NO,2,2,?,61320,10220,10220,40880,N
45,MALE,JD,other-service,paintball,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,19,3,YES,0,0,?,79680,13280,13280,53120,N
30,FEMALE,High School,craft-repair,exercise,other-relative,Single Vehicle Collision,Front Collision,Total Loss,Fire,13,1,NO,1,0,YES,61740,6860,6860,48020,N
55,MALE,College,armed-forces,exercise,husband,Parked Car,?,Minor Damage,None,4,1,NO,0,0,NO,6400,640,640,5120,N
55,FEMALE,MD,other-service,chess,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,8,1,YES,1,2,YES,60600,12120,6060,42420,N
38,FEMALE,Masters,craft-repair,sleeping,not-in-family,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,19,3,NO,2,0,NO,56320,10240,5120,40960,N
34,FEMALE,JD,priv-house-serv,sleeping,other-relative,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,18,1,YES,2,0,NO,52250,9500,4750,38000,N
60,FEMALE,MD,exec-managerial,camping,other-relative,Multi-vehicle Collision,Rear Collision,Total Loss,Other,9,2,?,0,3,?,53900,5390,10780,37730,N
35,MALE,Masters,adm-clerical,yachting,husband,Vehicle Theft,?,Trivial Damage,None,6,1,?,2,1,NO,2640,220,440,1980,N
33,MALE,High School,transport-moving,sleeping,husband,Vehicle Theft,?,Minor Damage,None,8,1,YES,0,0,?,8970,1380,1380,6210,N
31,MALE,MD,priv-house-serv,movies,not-in-family,Parked Car,?,Minor Damage,None,6,1,?,1,3,?,6000,1000,1000,4000,N
38,MALE,High School,armed-forces,board-games,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,23,3,?,0,3,?,55200,11040,5520,38640,Y
45,MALE,Associate,exec-managerial,board-games,own-child,Parked Car,?,Trivial Damage,None,13,1,NO,0,3,YES,7260,660,1320,5280,N
39,FEMALE,JD,exec-managerial,sleeping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,3,3,NO,2,0,?,64680,11760,11760,41160,N
43,FEMALE,PhD,sales,basketball,husband,Single Vehicle Collision,Rear Collision,Major Damage,Police,23,1,NO,0,1,NO,59200,0,11840,47360,N
34,FEMALE,Associate,craft-repair,paintball,own-child,Vehicle Theft,?,Minor Damage,None,8,1,YES,1,3,?,4700,470,940,3290,N
33,MALE,Associate,sales,video-games,husband,Single Vehicle Collision,Side Collision,Total Loss,Other,23,1,YES,0,3,NO,69400,6940,6940,55520,N
21,FEMALE,High School,exec-managerial,sleeping,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,23,1,YES,0,0,NO,40500,4050,4050,32400,N
28,MALE,JD,handlers-cleaners,skydiving,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,9,3,NO,2,1,NO,60000,5000,10000,45000,N
30,MALE,PhD,armed-forces,basketball,wife,Single Vehicle Collision,Side Collision,Minor Damage,Other,22,1,YES,2,3,NO,67320,11220,11220,44880,N
27,FEMALE,High School,tech-support,movies,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,22,3,YES,2,1,YES,75690,8410,8410,58870,N
31,MALE,Associate,adm-clerical,paintball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Fire,15,3,NO,1,2,?,64300,6430,6430,51440,Y
43,MALE,JD,priv-house-serv,camping,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Police,16,3,NO,2,0,YES,64400,6440,6440,51520,N
53,FEMALE,High School,priv-house-serv,paintball,husband,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,17,3,?,1,2,?,97080,16180,16180,64720,N
44,MALE,MD,priv-house-serv,base-jumping,not-in-family,Vehicle Theft,?,Minor Damage,Police,3,1,YES,1,0,?,5500,500,500,4500,N
38,FEMALE,Masters,transport-moving,skydiving,not-in-family,Multi-vehicle Collision,Rear Collision,Total Loss,Other,10,3,?,0,2,NO,30700,3070,6140,21490,N
48,FEMALE,College,sales,dancing,wife,Single Vehicle Collision,Side Collision,Minor Damage,Police,9,1,NO,1,2,YES,33480,3720,3720,26040,N
26,MALE,JD,exec-managerial,kayaking,other-relative,Multi-vehicle Collision,Front Collision,Total Loss,Police,13,2,?,0,1,YES,65430,14540,7270,43620,N
36,MALE,Masters,exec-managerial,kayaking,not-in-family,Multi-vehicle Collision,Rear Collision,Major Damage,Police,15,3,YES,2,1,YES,42680,3880,7760,31040,Y
45,MALE,MD,craft-repair,movies,not-in-family,Single Vehicle Collision,Side Collision,Minor Damage,Fire,23,1,?,1,1,NO,87780,7980,7980,71820,N
36,FEMALE,JD,transport-moving,cross-fit,own-child,Multi-vehicle Collision,Front Collision,Major Damage,Fire,2,4,YES,0,2,YES,72800,14560,14560,43680,N
37,FEMALE,High School,sales,chess,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,14,1,YES,2,0,?,71190,0,7910,63280,Y
38,MALE,High School,adm-clerical,golf,husband,Vehicle Theft,?,Trivial Damage,None,7,1,?,1,1,YES,3600,400,400,2800,N
41,MALE,PhD,tech-support,chess,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Other,23,1,NO,1,3,NO,62640,10440,10440,41760,N
36,MALE,College,prof-specialty,exercise,wife,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,7,3,YES,2,1,?,69630,12660,6330,50640,N
33,MALE,High School,protective-serv,chess,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,8,3,YES,1,0,?,76010,13820,6910,55280,Y
40,MALE,JD,transport-moving,base-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,1,0,YES,44220,8040,4020,32160,N
38,FEMALE,College,other-service,camping,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,10,3,NO,0,3,NO,57200,5200,10400,41600,N
35,MALE,MD,priv-house-serv,polo,wife,Vehicle Theft,?,Minor Damage,Police,9,1,NO,0,3,NO,3080,560,560,1960,N
31,FEMALE,PhD,other-service,hiking,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,2,1,YES,1,0,YES,75790,13780,6890,55120,N
30,FEMALE,MD,farming-fishing,skydiving,wife,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,18,3,NO,0,1,NO,32670,5940,2970,23760,N
46,FEMALE,Associate,adm-clerical,video-games,husband,Vehicle Theft,?,Minor Damage,Police,4,1,?,2,3,NO,3870,430,860,2580,N
38,FEMALE,Masters,transport-moving,video-games,own-child,Single Vehicle Collision,Front Collision,Total Loss,Fire,12,1,?,0,3,YES,91520,8320,16640,66560,Y
32,MALE,Masters,prof-specialty,bungie-jumping,unmarried,Single Vehicle Collision,Front Collision,Major Damage,Other,15,1,YES,1,3,YES,74690,6790,13580,54320,Y
30,MALE,Associate,priv-house-serv,polo,other-relative,Vehicle Theft,?,Trivial Damage,Police,9,1,YES,1,3,?,4620,420,840,3360,N
32,FEMALE,JD,sales,yachting,not-in-family,Single Vehicle Collision,Side Collision,Major Damage,Police,6,1,YES,0,0,NO,55000,10000,10000,35000,Y
48,FEMALE,JD,adm-clerical,sleeping,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Police,11,4,YES,0,2,NO,59400,13200,6600,39600,Y
34,FEMALE,College,sales,sleeping,husband,Multi-vehicle Collision,Side Collision,Total Loss,Fire,13,3,NO,1,1,?,55260,6140,0,49120,N
44,MALE,JD,craft-repair,polo,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Other,4,3,?,2,1,YES,51400,5140,10280,35980,N
37,FEMALE,Masters,machine-op-inspct,reading,husband,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,20,3,YES,1,3,?,48780,5420,10840,32520,N
31,FEMALE,College,armed-forces,camping,own-child,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,0,3,NO,1,3,?,52380,5820,5820,40740,N
34,FEMALE,JD,priv-house-serv,cross-fit,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,18,4,?,2,3,YES,74360,13520,13520,47320,Y
40,MALE,High School,protective-serv,polo,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Police,6,1,?,1,0,?,53400,5340,5340,42720,N
59,FEMALE,High School,protective-serv,hiking,wife,Single Vehicle Collision,Front Collision,Total Loss,Police,23,1,?,2,2,YES,71800,14360,14360,43080,N
31,FEMALE,PhD,prof-specialty,exercise,own-child,Single Vehicle Collision,Front Collision,Major Damage,Other,4,1,?,0,0,?,68240,8530,0,59710,Y
45,FEMALE,MD,other-service,bungie-jumping,unmarried,Multi-vehicle Collision,Rear Collision,Major Damage,Other,21,3,?,1,0,?,61050,11100,11100,38850,Y
47,FEMALE,Associate,craft-repair,movies,own-child,Parked Car,?,Minor Damage,None,7,1,?,1,1,YES,5590,860,860,3870,N
48,FEMALE,PhD,machine-op-inspct,exercise,husband,Multi-vehicle Collision,Side Collision,Major Damage,Fire,19,3,?,0,0,?,46860,8520,8520,29820,N
31,FEMALE,PhD,other-service,base-jumping,own-child,Parked Car,?,Minor Damage,None,5,1,NO,1,3,NO,4290,780,780,2730,N
57,FEMALE,Associate,armed-forces,bungie-jumping,own-child,Multi-vehicle Collision,Front Collision,Minor Damage,Police,22,3,YES,0,0,NO,78500,15700,7850,54950,N
42,MALE,Associate,prof-specialty,movies,own-child,Single Vehicle Collision,Side Collision,Total Loss,Police,12,1,YES,1,3,YES,70830,7870,7870,55090,N
56,MALE,High School,handlers-cleaners,yachting,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Police,19,3,NO,0,2,NO,68040,15120,7560,45360,N
32,FEMALE,JD,other-service,hiking,wife,Single Vehicle Collision,Side Collision,Major Damage,Fire,10,1,?,2,0,?,63600,5300,10600,47700,Y
63,FEMALE,Masters,sales,board-games,own-child,Single Vehicle Collision,Side Collision,Minor Damage,Other,7,1,NO,0,3,?,43560,4840,4840,33880,N
31,MALE,Masters,sales,exercise,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Police,17,1,NO,1,1,NO,60840,13520,6760,40560,N
55,FEMALE,PhD,tech-support,bungie-jumping,wife,Multi-vehicle Collision,Side Collision,Total Loss,Police,0,3,?,2,3,YES,68160,11360,11360,45440,N
27,FEMALE,College,transport-moving,video-games,unmarried,Parked Car,?,Minor Damage,None,9,1,NO,1,0,NO,5170,940,470,3760,N
37,FEMALE,Masters,protective-serv,reading,not-in-family,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,21,1,?,0,3,?,57700,5770,5770,46160,N
46,FEMALE,JD,handlers-cleaners,sleeping,own-child,Multi-vehicle Collision,Front Collision,Total Loss,Other,22,3,NO,0,2,NO,89520,14920,14920,59680,N
43,MALE,High School,protective-serv,reading,not-in-family,Vehicle Theft,?,Minor Damage,None,3,1,NO,1,0,YES,4620,420,840,3360,N
39,FEMALE,JD,craft-repair,yachting,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,16,1,YES,0,3,?,45180,5020,5020,35140,N
38,MALE,JD,craft-repair,movies,unmarried,Single Vehicle Collision,Side Collision,Total Loss,Other,14,1,YES,0,0,NO,45100,9020,4510,31570,N
32,MALE,Masters,machine-op-inspct,golf,not-in-family,Multi-vehicle Collision,Side Collision,Total Loss,Police,21,3,YES,0,3,YES,83160,15120,15120,52920,N
42,FEMALE,High School,priv-house-serv,skydiving,other-relative,Single Vehicle Collision,Rear Collision,Minor Damage,Police,19,1,NO,2,1,NO,86130,15660,15660,54810,N
25,MALE,Masters,priv-house-serv,sleeping,wife,Multi-vehicle Collision,Front Collision,Major Damage,Fire,13,3,NO,1,3,NO,48000,9600,4800,33600,N
35,FEMALE,High School,protective-serv,movies,husband,Vehicle Theft,?,Minor Damage,Police,21,1,NO,0,0,YES,3300,600,600,2100,N
34,FEMALE,JD,protective-serv,board-games,husband,Multi-vehicle Collision,Rear Collision,Minor Damage,Ambulance,11,3,NO,1,2,YES,57200,11440,5720,40040,N
35,FEMALE,Associate,adm-clerical,bungie-jumping,husband,Vehicle Theft,?,Trivial Damage,Police,16,1,?,2,0,?,7590,1380,690,5520,N
37,FEMALE,PhD,transport-moving,board-games,unmarried,Single Vehicle Collision,Rear Collision,Total Loss,Police,9,1,NO,0,2,?,80080,12320,12320,55440,N
30,FEMALE,MD,protective-serv,skydiving,other-relative,Vehicle Theft,?,Minor Damage,Police,8,1,NO,0,0,YES,4800,960,480,3360,N
37,FEMALE,High School,craft-repair,cross-fit,own-child,Vehicle Theft,?,Minor Damage,Police,7,1,?,2,1,YES,3900,390,780,2730,Y
26,MALE,Masters,handlers-cleaners,camping,other-relative,Single Vehicle Collision,Front Collision,Minor Damage,Other,12,1,?,0,0,NO,90400,9040,9040,72320,N
29,FEMALE,MD,sales,kayaking,own-child,Multi-vehicle Collision,Rear Collision,Minor Damage,Other,21,3,YES,0,0,?,62900,6290,12580,44030,N
32,FEMALE,Associate,protective-serv,base-jumping,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Police,4,1,YES,1,2,NO,54200,5420,10840,37940,Y
50,FEMALE,MD,tech-support,paintball,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Police,18,3,NO,2,2,YES,51800,5180,10360,36260,N
55,MALE,High School,adm-clerical,movies,unmarried,Vehicle Theft,?,Trivial Damage,Police,7,1,?,2,3,?,6600,600,1200,4800,N
35,MALE,MD,tech-support,movies,husband,Single Vehicle Collision,Side Collision,Total Loss,Fire,13,1,YES,2,0,YES,74140,13480,6740,53920,N
25,FEMALE,Associate,priv-house-serv,paintball,not-in-family,Single Vehicle Collision,Front Collision,Total Loss,Fire,0,1,NO,2,1,?,67800,13560,6780,47460,N
44,MALE,College,other-service,exercise,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,22,1,?,1,1,YES,55400,5540,11080,38780,Y
37,MALE,PhD,tech-support,reading,own-child,Single Vehicle Collision,Rear Collision,Major Damage,Ambulance,15,1,YES,2,3,?,49100,9820,4910,34370,Y
41,FEMALE,JD,transport-moving,video-games,wife,Multi-vehicle Collision,Side Collision,Major Damage,Police,3,3,NO,2,1,?,98280,15120,7560,75600,Y
40,FEMALE,JD,protective-serv,polo,own-child,Multi-vehicle Collision,Rear Collision,Total Loss,Fire,18,2,YES,0,2,?,66550,6050,12100,48400,N
33,FEMALE,Associate,craft-repair,board-games,unmarried,Multi-vehicle Collision,Side Collision,Major Damage,Fire,17,3,?,2,2,?,70400,14080,7040,49280,N
42,MALE,Associate,adm-clerical,board-games,other-relative,Multi-vehicle Collision,Side Collision,Major Damage,Ambulance,18,3,?,1,1,NO,53280,4440,8880,39960,Y
32,FEMALE,High School,craft-repair,golf,unmarried,Single Vehicle Collision,Front Collision,Total Loss,Other,11,1,?,2,3,YES,84590,15380,15380,53830,N
37,FEMALE,Masters,farming-fishing,base-jumping,not-in-family,Single Vehicle Collision,Rear Collision,Total Loss,Other,17,1,NO,0,2,YES,54560,9920,9920,34720,N
40,MALE,PhD,handlers-cleaners,camping,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,12,1,YES,0,2,YES,82170,7470,7470,67230,N
44,MALE,College,handlers-cleaners,bungie-jumping,unmarried,Multi-vehicle Collision,Front Collision,Total Loss,Police,15,3,?,1,2,NO,61100,6110,12220,42770,N
43,MALE,High School,exec-managerial,cross-fit,other-relative,Multi-vehicle Collision,Front Collision,Minor Damage,Police,0,3,?,0,3,YES,51900,5190,10380,36330,Y
39,FEMALE,JD,adm-clerical,hiking,unmarried,Parked Car,?,Trivial Damage,Police,9,1,?,2,1,?,3440,430,430,2580,N
36,MALE,MD,other-service,cross-fit,husband,Single Vehicle Collision,Side Collision,Total Loss,Ambulance,1,1,YES,2,1,NO,51390,5710,11420,34260,N
32,MALE,High School,other-service,base-jumping,wife,Single Vehicle Collision,Side Collision,Major Damage,Other,22,1,?,0,2,?,76900,7690,7690,61520,N
42,MALE,College,handlers-cleaners,kayaking,not-in-family,Single Vehicle Collision,Rear Collision,Minor Damage,Other,11,1,YES,2,3,?,77000,15400,7700,53900,Y
39,MALE,JD,craft-repair,yachting,other-relative,Single Vehicle Collision,Side Collision,Major Damage,Other,10,1,?,0,3,?,60320,9280,9280,41760,Y
46,FEMALE,High School,armed-forces,dancing,wife,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,5,1,YES,1,1,NO,60700,12140,6070,42490,N
21,FEMALE,High School,exec-managerial,movies,husband,Multi-vehicle Collision,Rear Collision,Total Loss,Police,3,3,YES,1,2,?,53280,5920,0,47360,N
43,FEMALE,MD,prof-specialty,movies,unmarried,Single Vehicle Collision,Rear Collision,Minor Damage,Fire,18,1,?,2,2,YES,34290,3810,3810,26670,N
44,MALE,MD,other-service,basketball,other-relative,Single Vehicle Collision,Rear Collision,Total Loss,Other,21,1,NO,0,1,NO,46980,0,5220,41760,N
26,MALE,MD,exec-managerial,camping,husband,Multi-vehicle Collision,Front Collision,Major Damage,Fire,6,3,YES,1,2,YES,36700,3670,7340,25690,N
28,MALE,MD,exec-managerial,camping,husband,Multi-vehicle Collision,Side Collision,Total Loss,Other,20,3,?,0,1,?,60200,6020,6020,48160,N
30,MALE,High School,sales,bungie-jumping,own-child,Parked Car,?,Minor Damage,None,6,1,?,1,2,YES,6480,540,1080,4860,N
38,FEMALE,Masters,craft-repair,paintball,unmarried,Single Vehicle Collision,Front Collision,Minor Damage,Fire,20,1,YES,0,1,?,87200,17440,8720,61040,N
41,FEMALE,PhD,prof-specialty,sleeping,wife,Single Vehicle Collision,Rear Collision,Major Damage,Fire,23,1,YES,2,3,?,108480,18080,18080,72320,N
34,FEMALE,Masters,armed-forces,bungie-jumping,other-relative,Multi-vehicle Collision,Side Collision,Minor Damage,Police,4,3,?,2,3,YES,67500,7500,7500,52500,N
62,MALE,Associate,handlers-cleaners,base-jumping,wife,Single Vehicle Collision,Rear Collision,Major Damage,Other,2,1,?,0,1,YES,46980,5220,5220,36540,N
60,FEMALE,Associate,sales,kayaking,husband,Parked Car,?,Minor Damage,Police,6,1,?,0,3,?,5060,460,920,3680,N
